Date,Open,High,Low,Close,Adj Close,Volume
2020-09-18,0.207028,0.207415,0.202293,0.206416,0.206416,10884599307
2020-09-19,0.205835,0.207110,0.204088,0.205646,0.205646,10824116386
2020-09-20,0.205676,0.206559,0.200346,0.204278,0.204278,10732582383
2020-09-21,0.204255,0.205639,0.192498,0.193539,0.193539,5794681254
2020-09-22,0.193159,0.196336,0.191533,0.195226,0.195226,2680485285
2020-09-23,0.195226,0.196767,0.188778,0.189207,0.189207,2212986789
2020-09-24,0.189179,0.196304,0.188649,0.195494,0.195494,2289351446
2020-09-25,0.195479,0.200380,0.193847,0.199439,0.199439,2912246627
2020-09-26,0.199546,0.202565,0.198331,0.199547,0.199547,2709971445
2020-09-27,0.199555,0.201389,0.197699,0.199093,0.199093,1818391496
2020-09-28,0.199093,0.201741,0.195462,0.196085,0.196085,2626821799
2020-09-29,0.196049,0.199890,0.195214,0.197666,0.197666,2698162846
2020-09-30,0.197615,0.198145,0.193525,0.194281,0.194281,2367504086
2020-10-01,0.194413,0.195952,0.190284,0.191555,0.191555,2635267227
2020-10-02,0.191467,0.191485,0.186709,0.189464,0.189464,3444558728
2020-10-03,0.189503,0.193300,0.189033,0.191008,0.191008,2098288646
2020-10-04,0.191008,0.195919,0.190814,0.194030,0.194030,2285882199
2020-10-05,0.194030,0.195068,0.191255,0.192083,0.192083,2097738347
2020-10-06,0.191948,0.193710,0.190514,0.192178,0.192178,2352280453
2020-10-07,0.192178,0.191799,0.189505,0.190693,0.190693,3172551672
2020-10-08,0.190560,0.193072,0.188587,0.190770,0.190770,3221322766
2020-10-09,null,null,null,null,null,null
2020-10-10,0.193675,0.198133,0.193649,0.193678,0.193678,7050417773
2020-10-11,0.194595,0.197441,0.193271,0.195215,0.195215,7858790274
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,0.193351,0.194793,0.191932,0.193288,0.193288,6398219830
2020-10-15,0.194230,0.194272,0.188722,0.190227,0.190227,6148106641
2020-10-16,0.190384,0.192020,0.187583,0.191842,0.191842,8657803095
2020-10-17,0.191193,0.191850,0.188943,0.189568,0.189568,9231416034
2020-10-18,0.189558,0.191033,0.189232,0.189962,0.189962,5309917264
2020-10-19,0.190576,0.192067,0.188787,0.190081,0.190081,6682792001
2020-10-20,0.190135,0.192735,0.189304,0.191119,0.191119,4818674398
2020-10-21,0.191074,0.195714,0.190638,0.193922,0.193922,3318922799
2020-10-22,0.193644,0.198179,0.193486,0.195747,0.195747,3315987916
2020-10-23,0.195280,0.198432,0.194682,0.195432,0.195432,3459578974
2020-10-24,0.195424,0.195894,0.193720,0.195328,0.195328,3307593757
2020-10-25,0.195326,0.197606,0.193771,0.195898,0.195898,4321803628
2020-10-26,0.195895,0.213462,0.194606,0.198074,0.198074,9033007632
2020-10-27,0.198087,0.200334,0.193878,0.197551,0.197551,5825232835
2020-10-28,0.197547,0.199101,0.191121,0.192526,0.192526,5404755812
2020-10-29,0.192526,0.194327,0.187468,0.191698,0.191698,4377431669
2020-10-30,0.191699,0.193762,0.189027,0.193874,0.193874,4733808748
2020-10-31,0.193874,0.194238,0.190704,0.192201,0.192201,4192501772
2020-11-01,0.192201,0.193332,0.191114,0.192690,0.192690,3398055833
2020-11-02,0.192687,0.192886,0.187453,0.187426,0.187426,3733616352
2020-11-03,0.187426,0.188919,0.182356,0.188717,0.188717,4694113948
2020-11-04,0.188721,0.190191,0.186753,0.187946,0.187946,3898920606
2020-11-05,0.187948,0.195637,0.184902,0.194007,0.194007,2343631579
2020-11-06,0.193981,0.207397,0.193371,0.204180,0.204180,4014775462
2020-11-07,0.204180,0.208564,0.193231,0.197580,0.197580,3300315274
2020-11-08,0.197580,0.202836,0.196620,0.200528,0.200528,1683334706
2020-11-09,0.200527,0.206390,0.196924,0.197431,0.197431,2080003680
2020-11-10,0.197463,0.212294,0.197093,0.204538,0.204538,2944162172
2020-11-11,0.204536,0.211366,0.204535,0.206409,0.206409,2470287565
2020-11-12,0.206401,0.208367,0.204997,0.208113,0.208113,1799416403
2020-11-13,0.208106,0.211560,0.207334,0.210305,0.210305,2177829746
2020-11-14,0.210305,0.210305,0.202841,0.206694,0.206694,2261060994
2020-11-15,0.206694,0.209708,0.204163,0.206873,0.206873,1873262886
2020-11-16,0.206873,0.223988,0.205262,0.214756,0.214756,3874463784
2020-11-17,0.216400,0.221485,0.214734,0.218885,0.218885,3476611424
2020-11-18,0.218868,0.223266,0.212416,0.215966,0.215966,3671927551
2020-11-19,0.215972,0.219532,0.212982,0.215717,0.215717,2988625701
2020-11-20,0.215722,0.223151,0.215509,0.221327,0.221327,4275956210
2020-11-21,0.221327,0.263198,0.221327,0.260058,0.260058,12061939015
2020-11-22,0.260058,0.271463,0.235940,0.246872,0.246872,9021263112
2020-11-23,0.246872,0.270841,0.239530,0.270841,0.270841,7540323578
2020-11-24,0.270593,0.310997,0.264815,0.310908,0.310908,19726664723
2020-11-25,0.310629,0.314801,0.268711,0.274996,0.274996,12873476548
2020-11-26,0.275016,0.279919,0.219991,0.239946,0.239946,12959286413
2020-11-27,0.239979,0.247664,0.228974,0.242157,0.242157,6826036578
2020-11-28,0.242148,0.256621,0.240150,0.251833,0.251833,4292310919
2020-11-29,0.251829,0.261095,0.248361,0.254961,0.254961,3425333174
2020-11-30,0.254941,0.265046,0.252503,0.262768,0.262768,5078119856
2020-12-01,0.262803,0.263088,0.240745,0.245667,0.245667,5905653208
2020-12-02,0.245680,0.253348,0.242587,0.248565,0.248565,4324426297
2020-12-03,0.248625,0.258616,0.247545,0.253435,0.253435,3542210200
2020-12-04,0.253507,0.254209,0.242142,0.243396,0.243396,3325526631
2020-12-05,0.243324,0.251969,0.241183,0.250684,0.250684,3201866879
2020-12-06,0.250677,0.254028,0.246743,0.250074,0.250074,3021241000
2020-12-07,0.250059,0.251294,0.245041,0.246698,0.246698,2725351929
2020-12-08,0.246752,0.247991,0.231388,0.234400,0.234400,3885551233
2020-12-09,0.234366,0.234361,0.221844,0.233124,0.233124,3376910800
2020-12-10,0.233131,0.233256,0.225992,0.229096,0.229096,2489833394
2020-12-11,0.229107,0.229470,0.221990,0.227025,0.227025,3075841454
2020-12-12,0.227042,0.234781,0.226736,0.233241,0.233241,2615213951
2020-12-13,0.233277,0.241429,0.232522,0.240089,0.240089,2762637513
2020-12-14,0.240086,0.241514,0.235388,0.237955,0.237955,2669044752
2020-12-15,0.237927,0.239341,0.234104,0.235707,0.235707,2729848248
2020-12-16,0.235686,0.251870,0.235007,0.251459,0.251459,3753153738
2020-12-17,0.251449,0.302449,0.250817,0.274252,0.274252,12701333305
2020-12-18,0.274291,0.291833,0.266064,0.283992,0.283992,7493160839
2020-12-19,0.284013,0.295785,0.280461,0.289037,0.289037,7246411372
2020-12-20,0.288986,0.344250,0.281690,0.340359,0.340359,37391864434
2020-12-21,0.340517,0.399056,0.323047,0.353963,0.353963,49104966691
2020-12-22,0.353743,0.358046,0.322902,0.334126,0.334126,17736443697
2020-12-23,0.334126,0.349928,0.268785,0.278204,0.278204,15143177962
2020-12-24,0.278216,0.336697,0.272990,0.336195,0.336195,10548649707
2020-12-25,0.336156,0.339340,0.323263,0.337048,0.337048,10064343252
2020-12-26,0.336971,0.341299,0.325347,0.330550,0.330550,11161005012
2020-12-27,0.330534,0.354831,0.327045,0.335281,0.335281,11392493354
2020-12-28,0.335282,0.346887,0.332689,0.337702,0.337702,7328150835
2020-12-29,0.337729,0.338892,0.313764,0.329478,0.329478,6673792517
2020-12-30,0.329488,0.344291,0.326408,0.339271,0.339271,6940903819
2020-12-31,0.339271,0.346471,0.333219,0.342073,0.342073,6246286219
2021-01-01,0.341977,0.415527,0.337180,0.415527,0.415527,16735312285
2021-01-02,0.415633,1.001229,0.408137,0.775838,0.775838,250089714763
2021-01-03,0.774955,1.013537,0.687755,0.714098,0.714098,197846810618
2021-01-04,0.715120,0.832898,0.575174,0.713881,0.713881,100308294123
2021-01-05,0.713859,0.746872,0.655949,0.725858,0.725858,50285324387
2021-01-06,0.726046,0.793635,0.708694,0.765446,0.765446,54850660394
2021-01-07,0.764614,0.770440,0.673413,0.715538,0.715538,38239008119
2021-01-08,0.715609,0.754742,0.659690,0.722521,0.722521,28945396889
2021-01-09,0.721520,0.787689,0.714743,0.748031,0.748031,35650334525
2021-01-10,0.747957,0.797421,0.673380,0.723264,0.723264,33640013561
2021-01-11,0.723145,0.723145,0.497447,0.649504,0.649504,46901793647
2021-01-12,0.649185,0.670480,0.579475,0.589769,0.589769,24380264379
2021-01-13,0.589718,0.632637,0.569649,0.630459,0.630459,17566594121
2021-01-14,0.630626,0.733406,0.610702,0.686812,0.686812,31309711503
2021-01-15,0.686230,0.716052,0.619028,0.685452,0.685452,29188945499
2021-01-16,0.685278,0.697033,0.668701,0.677528,0.677528,18913776548
2021-01-17,0.677408,0.684990,0.646859,0.663181,0.663181,18614827787
2021-01-18,0.663408,0.681095,0.657988,0.671228,0.671228,15005715235
2021-01-19,0.671326,0.703701,0.660048,0.665918,0.665918,18242628261
2021-01-20,0.665760,0.669920,0.622062,0.660563,0.660563,16054991407
2021-01-21,0.660703,0.662688,0.588143,0.595775,0.595775,15715986649
2021-01-22,0.595651,0.640390,0.558425,0.622210,0.622210,13540658955
2021-01-23,0.621929,0.642978,0.612354,0.626271,0.626271,11270650154
2021-01-24,0.626214,0.653415,0.621650,0.637041,0.637041,11839343833
2021-01-25,0.637025,0.647529,0.603766,0.611707,0.611707,13194598186
2021-01-26,0.611639,0.617003,0.584914,0.601925,0.601925,11752814258
2021-01-27,0.601984,0.602277,0.532900,0.546444,0.546444,14958253350
2021-01-28,0.546379,1.010557,0.537225,0.915767,0.915767,154995882657
2021-01-29,3.189896,5.692129,2.358888,3.438420,3.438420,1852085504524
2021-01-30,3.412246,3.638171,1.639562,2.054217,2.054217,636883308236
2021-01-31,2.055281,3.301842,1.975905,2.711994,2.711994,623311735696
2021-02-01,2.701596,3.162142,2.439791,2.550038,2.550038,462061976756
2021-02-02,2.552645,2.549279,2.134716,2.298398,2.298398,225382476997
2021-02-03,2.296423,2.847433,2.268609,2.704501,2.704501,229274491181
2021-02-04,2.712202,4.220138,2.618941,3.889393,3.889393,951803033090
2021-02-05,3.871431,3.921549,3.176858,3.416299,3.416299,446640659130
2021-02-06,3.416031,4.244130,3.268455,4.192222,4.192222,432806603404
2021-02-07,4.185444,6.140783,3.947986,5.734924,5.734924,1038131903423
2021-02-08,5.703670,6.189522,4.716577,5.748727,5.748727,936742223565
2021-02-09,5.744898,6.056642,4.781989,5.104978,5.104978,535406021988
2021-02-10,5.107964,5.904424,4.989344,5.307402,5.307402,494005650988
2021-02-11,5.303616,5.412560,4.964961,5.066114,5.066114,277646305839
2021-02-12,5.064246,5.270867,4.472859,5.086341,5.086341,304217331547
2021-02-13,5.083152,5.200869,4.800817,4.823641,4.823641,190046981500
2021-02-14,4.823561,4.823561,4.117587,4.539874,4.539874,289267133768
2021-02-15,4.542150,4.642047,3.525178,4.110701,4.110701,359185438646
2021-02-16,4.103193,4.332817,3.716425,3.903513,3.903513,248671181051
2021-02-17,3.903659,4.008138,3.495144,3.594242,3.594242,216645317734
2021-02-18,3.593346,4.485990,3.566122,4.323034,4.323034,330496799292
2021-02-19,4.315245,4.319795,3.940175,4.000434,4.000434,213972171844
2021-02-20,3.999905,4.373808,3.745712,3.946707,3.946707,230445340703
2021-02-21,3.945564,4.239225,3.886576,4.062029,4.062029,177799055081
2021-02-22,4.066696,4.381796,3.415465,3.892825,3.892825,243949007209
2021-02-23,3.890890,3.895950,3.075204,3.430348,3.430348,173308360692
2021-02-24,3.431967,4.336059,3.345229,4.094377,4.094377,300335021445
2021-02-25,4.098662,4.183721,3.648000,3.669811,3.669811,172416534663
2021-02-26,3.667672,3.881448,3.563302,3.715136,3.715136,124696107527
2021-02-27,3.716610,3.821093,3.628071,3.685921,3.685921,94661862676
2021-02-28,3.686976,3.689677,3.318280,3.541098,3.541098,103768325592
2021-03-01,3.542467,3.773099,3.518376,3.709454,3.709454,109558401317
2021-03-02,3.709267,3.846286,3.613502,3.683102,3.683102,98652539121
2021-03-03,3.684259,3.799934,3.669634,3.693224,3.693224,79853110353
2021-03-04,3.692867,3.730047,3.500362,3.660217,3.660217,85611322195
2021-03-05,3.658715,3.716099,3.521119,3.630395,3.630395,85849508375
2021-03-06,3.629827,3.834425,3.613864,3.731076,3.731076,108343033319
2021-03-07,3.730765,3.815840,3.700924,3.814438,3.814438,69191528611
2021-03-08,3.814495,4.542781,3.781419,4.542781,4.542781,260628167020
2021-03-09,4.554136,4.566136,4.091936,4.220882,4.220882,179477379338
2021-03-10,4.218415,4.268912,3.977140,4.071832,4.071832,111566830930
2021-03-11,4.069883,4.120490,3.959882,4.061831,4.061831,89592046943
2021-03-12,4.062054,4.144392,3.961865,4.023272,4.023272,93606833437
2021-03-13,4.023533,4.538134,3.980188,4.538134,4.538134,135916763896
2021-03-14,4.534616,4.583235,4.259066,4.259066,4.259066,200053498846
2021-03-15,4.254624,4.341126,3.995911,4.139745,4.139745,126083575497
2021-03-16,4.139606,4.272890,4.026845,4.249959,4.249959,101070407235
2021-03-17,4.250114,4.268731,4.098416,4.183890,4.183890,62550057823
2021-03-18,4.182930,4.256563,3.933944,4.170020,4.170020,66113752521
2021-03-19,4.169613,4.330008,4.113457,4.225426,4.225426,69888309022
2021-03-20,4.224436,4.392840,4.210355,4.271229,4.271229,73379050804
2021-03-21,4.271934,4.311836,4.114535,4.144476,4.144476,55004028581
2021-03-22,4.146244,4.175365,3.974364,3.978162,3.978162,50443488403
2021-03-23,3.976698,4.060003,3.828595,3.888802,3.888802,75573714711
2021-03-24,3.886785,4.102115,3.722771,3.755918,3.755918,67890307219
2021-03-25,3.755685,3.804295,3.612754,3.735831,3.735831,78728091631
2021-03-26,3.734740,3.914222,3.727351,3.908651,3.908651,56239465066
2021-03-27,3.907835,4.016089,3.877948,3.939478,3.939478,54614037129
2021-03-28,3.939750,3.966640,3.842898,3.890313,3.890313,33360090983
2021-03-29,3.888840,3.972098,3.857931,3.931832,3.931832,39129391526
2021-03-30,3.931838,4.069004,3.908085,3.958744,3.958744,53534912448
2021-03-31,3.958888,4.000052,3.841083,3.927914,3.927914,47830541107
2021-04-01,3.927721,5.148117,3.926965,4.542806,4.542806,426243781552
2021-04-02,4.541466,4.562042,4.206897,4.231146,4.231146,159000622000
2021-04-03,4.230757,4.364677,4.094653,4.094653,4.094653,83423649137
2021-04-04,4.092623,4.263641,4.057302,4.212069,4.212069,68829505310
2021-04-05,4.212598,4.408033,4.143133,4.374503,4.374503,110933281802
2021-04-06,4.374025,4.779321,4.258713,4.736458,4.736458,191683689273
2021-04-07,4.736178,4.946284,4.284177,4.391816,4.391816,212570041283
2021-04-08,4.392347,4.589478,4.376106,4.581807,4.581807,78663898007
2021-04-09,4.581710,4.779994,4.510558,4.609608,4.609608,79248291245
2021-04-10,4.602694,4.862538,4.544943,4.771112,4.771112,102364228769
2021-04-11,4.763969,5.921808,4.723117,5.578495,5.578495,496700731306
2021-04-12,5.570686,5.603791,5.171359,5.306897,5.306897,201555540531
2021-04-13,5.300213,7.155450,5.300213,7.025336,7.025336,539565532210
2021-04-14,7.086303,10.710744,6.950139,9.117004,9.117004,1573878753353
2021-04-15,9.090719,13.997205,9.058379,13.615935,13.615935,1338867062807
2021-04-16,13.569594,32.604481,13.487467,27.280514,27.280514,5175496348217
2021-04-17,27.297527,27.920614,17.630594,21.186237,21.186237,2341991785483
2021-04-18,21.255684,26.083038,18.373083,23.895748,23.895748,1749583010828
2021-04-19,23.895069,32.328896,23.038942,30.499327,30.499327,2294383176155
2021-04-20,30.582966,31.563021,20.492844,24.106075,24.106075,2122441952017
2021-04-21,23.913918,26.213076,22.414724,23.151365,23.151365,959732890396
2021-04-22,23.080900,23.289553,19.243521,19.596518,19.596518,892077916017
2021-04-23,19.600670,20.153051,12.293149,18.605471,18.605471,1210288457252
2021-04-24,18.682949,21.666416,17.211569,20.230602,20.230602,827873167076
2021-04-25,20.198944,21.620081,16.952681,18.800257,18.800257,512841884703
2021-04-26,18.809935,20.988417,18.569317,20.250553,20.250553,382970288964
2021-04-27,20.306822,20.861204,19.810938,20.298510,20.298510,267770732533
2021-04-28,20.304798,25.627539,19.063595,24.053448,24.053448,1074875152959
2021-04-29,24.020063,24.032019,22.002220,22.614897,22.614897,372557384175
2021-04-30,22.580284,25.174433,22.452780,25.011761,25.011761,391994186152
2021-05-01,25.011581,29.425953,24.324829,29.118603,29.118603,750094253804
2021-05-02,28.977802,29.640333,27.035498,27.863157,27.863157,595754424959
2021-05-03,27.684244,32.899616,27.684244,32.614586,32.614586,777263096726
2021-05-04,32.508793,44.726540,29.605930,39.939190,39.939190,2821176408995
2021-05-05,39.645603,51.381962,38.635235,48.532417,48.532417,3138294674995
2021-05-06,48.178886,48.974739,40.116573,42.756138,42.756138,1397950055372
2021-05-07,42.778652,53.646561,38.294704,50.187649,50.187649,2097213788757
2021-05-08,50.409313,54.056625,44.576260,46.648445,46.648445,1873088451882
2021-05-09,46.603085,51.133114,31.202524,41.780777,41.780777,3381483942828
2021-05-10,41.752678,41.752678,30.948483,33.072441,33.072441,1213821516052
2021-05-11,33.110958,40.095493,32.710129,36.337738,36.337738,1068856924006
2021-05-12,36.228504,38.192429,28.395218,28.395218,28.395218,635236088475
2021-05-13,28.896252,38.151993,26.317286,36.015686,36.015686,1370723351638
2021-05-14,35.773029,43.211235,34.124741,41.007305,41.007305,1499743031143
2021-05-15,41.011997,41.232376,36.001980,37.223736,37.223736,720838661742
2021-05-16,37.219177,40.167599,33.051605,37.731087,37.731087,699196863083
2021-05-17,37.622475,37.698681,33.600449,35.747795,35.747795,537129584469
2021-05-18,35.679058,37.639439,34.362770,34.817551,34.817551,351228821059
2021-05-19,34.840977,50.155567,15.980308,24.392416,24.392416,1103667829062
2021-05-20,24.182173,31.657465,21.692675,29.223003,29.223003,906605368543
2021-05-21,29.071850,30.083351,22.951614,26.204475,26.204475,543428428648
2021-05-22,26.155970,26.287241,23.199408,24.964134,24.964134,382311655092
2021-05-23,24.975113,25.583303,18.187815,22.461445,22.461445,520836257320
2021-05-24,22.362631,27.056431,21.594261,26.670103,26.670103,496826604850
2021-05-25,26.661293,27.678822,23.540731,25.212566,25.212566,403672027147
2021-05-26,25.219425,26.595024,24.643042,25.703850,25.703850,243874731338
2021-05-27,25.687122,25.687122,23.879210,24.199747,24.199747,180687855401
2021-05-28,24.251034,25.226257,21.865692,22.529272,22.529272,238135864736
2021-05-29,22.543261,23.015297,20.400005,21.943233,21.943233,178863891880
2021-05-30,21.933079,22.465527,20.826231,21.879101,21.879101,139716179745
2021-05-31,21.859192,23.859911,21.309504,23.617170,23.617170,176929503405
2021-06-01,23.612383,27.909252,22.762646,26.962021,26.962021,422271322824
2021-06-02,26.978441,32.505089,25.688040,30.889950,30.889950,833627593962
2021-06-03,31.126522,32.031227,30.008310,30.970871,30.970871,734017880064
