Country_name,Country_code,Days,Cost_of _living(CL),Class,Ticket_price, CL(Rounded)
Dominican Republic,214,1,1389.04928571429,0,98248,1389
Ecuador,218,1,1301.68321428571,0,63327,1302
Egypt,818,1,986.0725,0,39122,986
El Salvador,222,1,1474.46214285714,0,99059,1474
Equatorial Guinea,226,1,2278.69714285714,0,192554,2279
Estonia,233,1,1923.5525,0,73952,1924
Ethiopia,231,1,1844.81785714286,0,59578,1845
Fiji,242,1,1466.84142857143,0,90434,1467
Finland,246,1,2477.19928571429,0,69657,2477
France,250,1,2493.23428571429,0,64303,2493
French Polynesia,258,1,3092.51928571429,0,193133,3093
French Southern Territories,260,1,2336.84392857143,0,74553,2337
Gabon,266,1,2336.84392857143,0,109193,2337
Gambia,270,1,1055.18678571429,0,386945,1055
Georgia,268,1,1055.18678571429,0,49220,1055
Germany,276,1,2357.90857142857,0,65582,2358
Ghana,288,1,1415.6475,0,82580,1416
Gibraltar,292,1,2333.33892857143,0,69989,2333
Greece,300,1,4207.75285714286,0,77153,4208
Guam,316,1,3492.52821428571,0,411822,3493
Guatemala,320,1,1532.58928571429,0,111460,1533
Guernsey,831,1,3001.28142857143,0,90932,3001
Guinea-Bissau,624,1,1778.04178571429,0,141582,1778
Guyana,328,1,1778.04178571429,0,116984,1778
Haiti,332,1,2452.16071428571,0,88519,2452
Honduras,340,1,1469.87964285714,0,87581,1470
Hong Kong,344,1,2837.79535714286,0,104082,2838
Hungary,348,1,1501.61035714286,0,71105,1502
Iceland,352,1,3227.30964285714,0,103878,3227
India,356,1,858.447857142857,0,0,858
Indonesia,360,1,1187.48678571429,0,99117,1187
Iran,364,1,1246.95321428571,0,52602,1247
Iraq,368,1,1316.47214285714,0,30629,1316
Ireland,372,1,2550.57678571429,0,67045,2551
Isle of Man,833,1,2421.07357142857,0,37000,2421
Israel,376,1,2835.72,0,71926,2836
Italy,380,1,2290.58821428571,0,85236,2291
Ivory Coast,225,1,1913.40464285714,0,92650,1913
Jamaica,388,1,1672.44857142857,0,94475,1672
Japan,392,1,2838.69571428571,0,92299,2839
Jersey,832,1,3029.67178571429,0,63958,3030
Jordan,400,1,1730.44964285714,0,52330,1730
Kazakhstan,398,1,1091.86178571429,0,54494,1092
Kenya,404,1,1273.55142857143,0,53220,1274
Kosovo,383,1,983.941428571429,0,75336,984
Kuwait,414,1,1817.58285714286,0,87942,1818
Kyrgyzstan,417,1,932.869285714286,0,43825,933
Latvia,428,1,1791.74357142857,0,81811,1792
Lebanon,422,1,2449.62,0,123964,2450
Liberia,430,1,3198.47035714286,0,53063,3198
Libyan Arab Jamahiriya,434,1,1820.23357142857,0,73088,1820
Liechtenstein,438,1,3446.26607142857,0,84767,3446
Lithuania,440,1,1611.2725,0,82760,1611
Luxembourg,442,1,2851.22714285714,0,77050,2851
Macao,446,1,2361.68107142857,0,67973,2362
Madagascar,450,1,1015.625,0,44281,1016
Malawi,454,1,1709.32464285714,0,82114,1709
Malaysia,458,1,1200.42428571429,0,78226,1200
Maldives,462,1,2038.28392857143,0,18090,2038
Malta,470,1,2296.13214285714,0,75961,2296
Mayotte,175,1,2857.01678571429,0,151915,2857
Mexico,484,1,1250.77071428571,0,122361,1251
"Moldova, Republic of",498,1,1134.43071428571,0,54565,1134
Monaco,492,1,4215.51285714286,0,63954,4216
Mongolia,496,1,1239.35178571429,0,414174,1239
Montenegro,499,1,1370.82464285714,0,650001,1371
Morocco,504,1,1144.17035714286,0,167580,1144
Myanmar,104,1,1267.07285714286,0,145700,1267
Nepal,524,1,880.038571428572,0,26565,880
Netherlands,528,1,2626.9,0,66093,2627
New Caledonia,540,1,3436.74857142857,0,49000,3437
New Zealand,554,1,2444.76642857143,0,155193,2445
Nicaragua,558,1,1421.57178571429,0,105709,1422
Niger,562,1,1948.785,0,105179,1949
Nigeria,566,1,1131.33821428571,0,108746,1131
North Macedonia,807,1,1142.09428571429,0,50884,1142
Norway,578,1,3281.81178571429,0,32741,3282
Oman,512,1,1709.86821428571,0,44033,1710
Pakistan,586,1,791.601428571429,0,40681,792
Palau,585,1,1677.59392857143,0,164987,1678
"Palestinian Territory, Occupied",275,1,1826.90357142857,0,50629,1827
Panama,591,1,1804.08214285714,0,117588,1804
Papua New Guinea,598,1,2788.22357142857,0,361452,2788
Paraguay,600,1,1059.34571428571,0,163160,1059
Peru,604,1,1076.55321428571,0,100844,1077
Philippines,608,1,1362.92142857143,0,367360,1363
Poland,616,1,1543.59535714286,0,60961,1544
Portugal,620,1,1639.33571428571,0,67973,1639
Puerto Rico,630,1,2305.6,0,41191,2306
Qatar,634,1,2218.17357142857,0,27318,2218
Republic Of Congo,242,1,2946.22964285714,0,120173,2946
Romania,642,1,1286.59964285714,0,56346,1287
Russia,643,1,1352.56035714286,0,47201,1353
Rwanda,646,1,1158.76642857143,0,68016,1159
"Saint Helena, Ascension and Tristan da Cunha",654,1,2210.00428571429,0,20294,2210
Saint Vincent and the Grenadines,670,1,2162.97714285714,0,312709,2163
San Marino,674,1,2284.30107142857,0,31214,2284
Saudi Arabia,682,1,2284.30107142857,0,51388,2284
Senegal,686,1,1850.0025,0,111087,1850
Serbia,688,1,1299.36071428571,0,86750,1299
Seychelles,690,1,2287.95392857143,0,87469,2288
Singapore,702,1,2524.68571428571,0,79847,2525
Slovakia,703,1,1669.64785714286,0,58907,1670
Somalia,706,1,1193.11178571429,0,63722,1193
South Africa,710,1,1560.4375,0,56121,1560
South Korea,82,1,2591.25785714286,0,89883,2591
Spain,724,1,1875.93214285714,0,59779,1876
Sri Lanka,144,1,961.347857142857,0,23000,961
Sudan,736,1,1439.63964285714,0,56772,1440
Suriname,740,1,1698.64,0,178819,1699
Sweden,752,1,2481.00571428571,0,71233,2481
Switzerland,756,1,4155.9075,0,57064,4156
Syrian Arab Republic,760,1,959.267857142857,0,108926,959
Taiwan,158,1,2141.26678571429,0,77684,2141
Tajikistan,762,1,1036.93285714286,0,50818,1037
"Tanzania, United Republic of",834,1,1230.34321428571,0,63276,1230
Thailand,764,1,1452.2,0,58849,1452
Timor-Leste,626,1,1978.31035714286,0,82788,1978
Trinidad and Tobago,780,1,1836.45964285714,0,85897,1836
Tunisia,788,1,951.446428571429,0,65573,951
Turkey,792,1,1082.85964285714,0,40501,1083
Turkmenistan,795,1,4653.69357142857,0,42222,4654
Uganda,800,1,1256.425,0,65509,1256
Ukraine,804,1,1103.83392857143,0,46772,1104
United Arab Emirates,784,1,2210.03214285714,0,18722,2210
United Kingdom,826,1,2335.82928571429,0,60585,2336
United States Of America,840,1,2440.12178571429,0,61922,2440
Uruguay,858,1,1760.79071428571,0,79401,1761
Uzbekistan,860,1,1005.19392857143,0,61394,1005
Vanuatu,548,1,2690.14857142857,0,22000,2690
Venezuela,862,1,1336.81428571429,0,171655,1337
Vietnam,704,1,1166.60535714286,0,65696,1167
Yemen,887,1,1778.97892857143,0,0,1779
Zambia,894,1,1250.87035714286,0,91367,1251
Zimbabwe,716,1,1555.98285714286,0,90230,1556
Afghanistan,4,2,2155.17571428571,1,54400,2155
Aland Islands,248,2,5131.28642857143,1,433010,5131
Albania,8,2,2454.10642857143,1,140201,2454
Algeria,12,2,1963.89214285714,1,116874,1964
Andorra,20,2,4250.57,1,221880,4251
Angola,24,2,5114.39285714286,1,16254,5114
Argentina,32,2,2329.03785714286,1,293260,2329
Armenia,51,2,2440.88857142857,1,22962,2441
Aruba,533,2,5388.945,1,31820,5389
Australia,36,2,5084.44928571429,1,77890,5084
Austria,40,2,5177.045,1,113606,5177
Azerbaijan,31,2,2155.00142857143,1,116659,2155
Bahamas,44,2,5813.69285714286,1,251587,5814
Bahrain,48,2,4058.96928571429,1,62901,4059
Bangladesh,50,2,2062.92071428571,1,294036,2063
Barbados,52,2,5864.98142857143,1,495061,5865
Belarus,112,2,2273.39571428571,1,125818,2273
Belgium,56,2,4942.55785714286,1,133558,4943
Belize,84,2,3303.31714285714,1,207518,3303
Bermuda,60,2,9662.42928571429,1,224374,9662
Bhutan,64,2,2871.00285714286,1,245788,2871
Bolivia,68,2,2568.41642857143,1,552034,2568
Bosnia and Herzegovina,70,2,2637.85,1,98040,2638
Botswana,72,2,2731.41571428571,1,172946,2731
Bouvet Island,74,2,8621.99214285714,1,254320,8622
Brazil,76,2,2436.57214285714,1,200726,2437
Brunei Darussalam,96,2,3332.75571428571,1,195000,3333
Bulgaria,100,2,2670.84785714286,1,109306,2671
Burkina Faso,854,2,3552.05714285714,1,182148,3552
Cambodia,116,2,3078.47428571429,1,716466,3078
Cameroon,120,2,2776.01285714286,1,184470,2776
Canada,124,2,4677.96928571429,1,207862,4678
Chile,152,2,3373.42357142857,1,200208,3373
China,156,2,2877.67428571429,1,926994,2878
Christmas Island,162,2,1992.90428571429,1,45000,1993
Colombia,170,2,1992.90428571429,1,182320,1993
Congo,178,2,7331.42857142857,1,260494,7331
Costa Rica,188,2,3341.68785714286,1,17716,3342
Curacao,599,2,4770.81357142857,1,200294,4771
Croatia,191,2,3843.01214285714,1,123840,3843
Cuba,192,2,3103.02785714286,1,223550,3103
Cyprus,196,2,4209.15571428572,1,130634,4209
Czech Republic,203,2,3397.96214285714,1,110424,3398
Denmark,208,2,5708.65071428571,1,78260,5709
Djibouti,262,2,6660.64571428571,1,131838,6661
Dominica,212,2,4298.79714285714,1,274684,4299
Dominican Republic,214,2,2778.09857142857,1,203390,2778
Ecuador,218,2,2603.36642857143,1,182234,2603
Egypt,818,2,1972.145,1,96234,1972
El Salvador,222,2,2948.92428571429,1,197370,2949
Equatorial Guinea,226,2,4557.39428571429,1,163974,4557
Estonia,233,2,3847.105,1,143200,3847
Ethiopia,231,2,3689.63571428571,1,198918,3690
Fiji,242,2,2933.68285714286,1,140060,2934
Finland,246,2,4954.39857142857,1,95116,4954
France,250,2,4986.46857142857,1,112144,4986
French Polynesia,258,2,6185.03857142857,1,1367056,6185
French Southern Territories,260,2,4673.68785714286,1,138000,4674
Gabon,266,2,4673.68785714286,1,140094,4674
Gambia,270,2,2110.37357142857,1,210528,2110
Georgia,268,2,2110.37357142857,1,117820,2110
Germany,276,2,4715.81714285714,1,111026,4716
Ghana,288,2,2831.295,1,115068,2831
Gibraltar,292,2,4666.67785714286,1,125044,4667
Greece,300,2,8415.50571428571,1,123840,8416
Guam,316,2,6985.05642857143,1,410908,6985
Guatemala,320,2,3065.17857142857,1,184212,3065
Guernsey,831,2,6002.56285714286,1,141126,6003
Guinea-Bissau,624,2,3556.08357142857,1,180000,3556
Guyana,328,2,3556.08357142857,1,237876,3556
Haiti,332,2,4904.32142857143,1,26574,4904
Honduras,340,2,2939.75928571429,1,81700,2940
Hong Kong,344,2,5675.59071428572,1,164550,5676
Hungary,348,2,3003.22071428571,1,144824,3003
Iceland,352,2,6454.61928571429,1,397062,6455
India,356,2,1716.89571428571,1,0,1717
Indonesia,360,2,2374.97357142857,1,545928,2375
Iran,364,2,2493.90642857143,1,83447,2494
Iraq,368,2,2632.94428571429,1,67000,2633
Ireland,372,2,5101.15357142857,1,132440,5101
Isle of Man,833,2,4842.14714285714,1,59254,4842
Israel,376,2,5671.44,1,202530,5671
Italy,380,2,4581.17642857143,1,90214,4581
Ivory Coast,225,2,3826.80928571429,1,140982,3827
Jamaica,388,2,3344.89714285714,1,182901,3345
Japan,392,2,5677.39142857143,1,128202,5677
Jersey,832,2,6059.34357142857,1,138267,6059
Jordan,400,2,3460.89928571428,1,146360,3461
Kazakhstan,398,2,2183.72357142857,1,139480,2184
Kenya,404,2,2547.10285714286,1,89433,2547
Kosovo,383,2,1967.88285714286,1,96087,1968
Kuwait,414,2,3635.16571428571,1,150759,3635
Kyrgyzstan,417,2,1865.73857142857,1,137881,1866
Latvia,428,2,3583.48714285714,1,88695,3583
Lebanon,422,2,4899.24,1,160435,4899
Liberia,430,2,6396.94071428571,1,180181,6397
Libyan Arab Jamahiriya,434,2,3640.46714285714,1,120000,3640
Liechtenstein,438,2,6892.53214285714,1,118460,6893
Lithuania,440,2,3222.545,1,124085,3223
Luxembourg,442,2,5702.45428571429,1,112315,5702
Macao,446,2,4723.36214285714,1,89000,4723
Madagascar,450,2,2031.25,1,571085,2031
Malawi,454,2,3418.64928571429,1,152676,3419
Malaysia,458,2,2400.84857142857,1,272339,2401
Maldives,462,2,4076.56785714286,1,72880,4077
Malta,470,2,4592.26428571429,1,87116,4592
Mayotte,175,2,5714.03357142857,1,394738,5714
Mexico,484,2,2501.54142857143,1,205728,2502
"Moldova, Republic of",498,2,2268.86142857143,1,126064,2269
Monaco,492,2,8431.02571428571,1,108035,8431
Mongolia,496,2,2478.70357142857,1,61222,2479
Montenegro,499,2,2741.64928571429,1,123268,2742
Morocco,504,2,2288.34071428571,1,198760,2288
Myanmar,104,2,2534.14571428571,1,170000,2534
Nepal,524,2,1760.07714285714,1,76000,1760
Netherlands,528,2,5253.8,1,91429,5254
New Caledonia,540,2,6873.49714285714,1,70000,6873
New Zealand,554,2,4889.53285714286,1,668667,4890
Nicaragua,558,2,2843.14357142857,1,262063,2843
Niger,562,2,3897.57,1,145940,3898
Nigeria,566,2,2262.67642857143,1,145940,2263
North Macedonia,807,2,2284.18857142857,1,168695,2284
Norway,578,2,6563.62357142857,1,126518,6564
Oman,512,2,3419.73642857143,1,47220,3420
Pakistan,586,2,1583.20285714286,1,49000,1583
Palau,585,2,3355.18785714286,1,18999,3355
"Palestinian Territory, Occupied",275,2,3653.80714285714,1,163163,3654
Panama,591,2,3608.16428571429,1,187795,3608
Papua New Guinea,598,2,5576.44714285714,1,831685,5576
Paraguay,600,2,2118.69142857143,1,246961,2119
Peru,604,2,2153.10642857143,1,18595,2153
Philippines,608,2,2725.84285714286,1,508026,2726
Poland,616,2,3087.19071428571,1,121809,3087
Portugal,620,2,3278.67142857143,1,112315,3279
Puerto Rico,630,2,4611.2,1,163779,4611
Qatar,634,2,4436.34714285714,1,38131,4436
Republic Of Congo,242,2,5892.45928571429,1,173001,5892
Romania,642,2,2573.19928571429,1,109809,2573
Russia,643,2,2705.12071428571,1,112871,2705
Rwanda,646,2,2317.53285714286,1,129426,2318
"Saint Helena, Ascension and Tristan da Cunha",654,2,4420.00857142857,1,40000,4420
Saint Vincent and the Grenadines,670,2,4325.95428571429,1,257418,4326
San Marino,674,2,4568.60214285714,1,417250,4569
Saudi Arabia,682,2,4568.60214285714,1,136931,4569
Senegal,686,2,3700.005,1,280528,3700
Serbia,688,2,2598.72142857143,1,124094,2599
Seychelles,690,2,4575.90785714286,1,179124,4576
Singapore,702,2,5049.37142857143,1,221805,5049
Slovakia,703,2,3339.29571428571,1,89000,3339
Somalia,706,2,2386.22357142857,1,120000,2386
South Africa,710,2,3120.875,1,200394,3121
South Korea,82,2,5182.51571428571,1,279659,5183
Spain,724,2,3751.86428571429,1,112315,3752
Sri Lanka,144,2,1922.69571428571,1,27816,1923
Sudan,736,2,2879.27928571429,1,75000,2879
Suriname,740,2,3397.28,1,269876,3397
Sweden,752,2,4962.01142857143,1,100479,4962
Switzerland,756,2,8311.815,1,109157,8312
Syrian Arab Republic,760,2,1918.53571428571,1,117600,1919
Taiwan,158,2,4282.53357142857,1,261890,4283
Tajikistan,762,2,2073.86571428571,1,80000,2074
"Tanzania, United Republic of",834,2,2460.68642857143,1,139656,2461
Thailand,764,2,2904.4,1,203573,2904
Timor-Leste,626,2,3956.62071428571,1,120000,3957
Trinidad and Tobago,780,2,3672.91928571429,1,315379,3673
Tunisia,788,2,1902.89285714286,1,140202,1903
Turkey,792,2,2165.71928571429,1,124075,2166
Turkmenistan,795,2,9307.38714285714,1,78000,9307
Uganda,800,2,2512.85,1,112334,2513
Ukraine,804,2,2207.66785714286,1,112315,2208
United Arab Emirates,784,2,4420.06428571429,1,337871,4420
United Kingdom,826,2,4671.65857142857,1,108817,4672
United States Of America,840,2,4880.24357142857,1,246961,4880
Uruguay,858,2,3521.58142857143,1,130220,3522
Uzbekistan,860,2,2010.38785714286,1,168755,2010
Vanuatu,548,2,5380.29714285714,1,40000,5380
Venezuela,862,2,2673.62857142857,1,272598,2674
Vietnam,704,2,2333.21071428571,1,198775,2333
Yemen,887,2,3557.95785714286,1,0,3558
Zambia,894,2,2501.74071428571,1,144491,2502
Zimbabwe,716,2,3111.96571428571,1,195599,3112
Afghanistan,4,3,3232.76357142857,2,39400,3233
Aland Islands,248,3,7696.92964285714,2,418010,7697
Albania,8,3,3681.15964285714,2,125201,3681
Algeria,12,3,2945.83821428571,2,101874,2946
Andorra,20,3,6375.855,2,206880,6376
Angola,24,3,7671.58928571429,2,111254,7672
Argentina,32,3,3493.55678571428,2,278260,3494
Armenia,51,3,3661.33285714286,2,97962,3661
Aruba,533,3,8083.4175,2,16820,8083
Australia,36,3,7626.67392857143,2,62890,7627
Austria,40,3,7765.5675,2,98606,7766
Azerbaijan,31,3,3232.50214285714,2,101659,3233
Bahamas,44,3,8720.53928571429,2,236587,8721
Bahrain,48,3,6088.45392857143,2,57901,6088
Bangladesh,50,3,3094.38107142857,2,179036,3094
Barbados,52,3,8797.47214285714,2,180061,8797
Belarus,112,3,3410.09357142857,2,110818,3410
Belgium,56,3,7413.83678571429,2,118558,7414
Belize,84,3,4954.97571428571,2,142518,4955
Bermuda,60,3,14493.6439285714,2,109374,14494
Bhutan,64,3,4306.50428571429,2,130788,4307
Bolivia,68,3,3852.62464285714,2,337034,3853
Bosnia and Herzegovina,70,3,3956.775,2,83040,3957
Botswana,72,3,4097.12357142857,2,157946,4097
Bouvet Island,74,3,12932.9882142857,2,239320,12933
Brazil,76,3,3654.85821428571,2,185726,3655
Brunei Darussalam,96,3,4999.13357142857,2,180000,4999
Bulgaria,100,3,4006.27178571429,2,94306,4006
Burkina Faso,854,3,5328.08571428572,2,167148,5328
Cambodia,116,3,4617.71142857143,2,701466,4618
Cameroon,120,3,4164.01928571429,2,169470,4164
Canada,124,3,7016.95392857143,2,192862,7017
Chile,152,3,5060.13535714286,2,185208,5060
China,156,3,4316.51142857143,2,911994,4317
Christmas Island,162,3,2989.35642857143,2,30000,2989
Colombia,170,3,2989.35642857143,2,167320,2989
Congo,178,3,10997.1428571429,2,245494,10997
Costa Rica,188,3,5012.53178571429,2,2716,5013
Curacao,599,3,7156.22035714286,2,185294,7156
Croatia,191,3,5764.51821428571,2,108840,5765
Cuba,192,3,4654.54178571429,2,208550,4655
Cyprus,196,3,6313.73357142857,2,115634,6314
Czech Republic,203,3,5096.94321428572,2,95424,5097
Denmark,208,3,8562.97607142857,2,63260,8563
Djibouti,262,3,9990.96857142857,2,116838,9991
Dominica,212,3,6448.19571428571,2,259684,6448
Dominican Republic,214,3,4167.14785714286,2,188390,4167
Ecuador,218,3,3905.04964285714,2,167234,3905
Egypt,818,3,2958.2175,2,81234,2958
El Salvador,222,3,4423.38642857143,2,182370,4423
Equatorial Guinea,226,3,6836.09142857143,2,148974,6836
Estonia,233,3,5770.6575,2,128200,5771
Ethiopia,231,3,5534.45357142857,2,183918,5534
Fiji,242,3,4400.52428571429,2,125060,4401
Finland,246,3,7431.59785714286,2,80116,7432
France,250,3,7479.70285714286,2,97144,7480
French Polynesia,258,3,9277.55785714286,2,1352056,9278
French Southern Territories,260,3,7010.53178571429,2,123000,7011
Gabon,266,3,7010.53178571429,2,125094,7011
Gambia,270,3,3165.56035714286,2,195528,3166
Georgia,268,3,3165.56035714286,2,102820,3166
Germany,276,3,7073.72571428571,2,96026,7074
Ghana,288,3,4246.9425,2,100068,4247
Gibraltar,292,3,7000.01678571429,2,110044,7000
Greece,300,3,12623.2585714286,2,108840,12623
Guam,316,3,10477.5846428571,2,395908,10478
Guatemala,320,3,4597.76785714286,2,169212,4598
Guernsey,831,3,9003.84428571429,2,126126,9004
Guinea-Bissau,624,3,5334.12535714286,2,165000,5334
Guyana,328,3,5334.12535714286,2,222876,5334
Haiti,332,3,7356.48214285714,2,11574,7356
Honduras,340,3,4409.63892857143,2,66700,4410
Hong Kong,344,3,8513.38607142857,2,149550,8513
Hungary,348,3,4504.83107142857,2,129824,4505
Iceland,352,3,9681.92892857143,2,382062,9682
India,356,3,2575.34357142857,2,-15000,2575
Indonesia,360,3,3562.46035714286,2,530928,3562
Iran,364,3,3740.85964285714,2,68447,3741
Iraq,368,3,3949.41642857143,2,52000,3949
Ireland,372,3,7651.73035714286,2,117440,7652
Isle of Man,833,3,7263.22071428572,2,44254,7263
Israel,376,3,8507.16,2,187530,8507
Italy,380,3,6871.76464285714,2,75214,6872
Ivory Coast,225,3,5740.21392857143,2,125982,5740
Jamaica,388,3,5017.34571428571,2,167901,5017
Japan,392,3,8516.08714285714,2,113202,8516
Jersey,832,3,9089.01535714286,2,123267,9089
Jordan,400,3,5191.34892857143,2,131360,5191
Kazakhstan,398,3,3275.58535714286,2,124480,3276
Kenya,404,3,3820.65428571429,2,74433,3821
Kosovo,383,3,2951.82428571429,2,81087,2952
Kuwait,414,3,5452.74857142857,2,135759,5453
Kyrgyzstan,417,3,2798.60785714286,2,122881,2799
Latvia,428,3,5375.23071428571,2,73695,5375
Lebanon,422,3,7348.86,2,145435,7349
Liberia,430,3,9595.41107142857,2,165181,9595
Libyan Arab Jamahiriya,434,3,5460.70071428571,2,105000,5461
Liechtenstein,438,3,10338.7982142857,2,103460,10339
Lithuania,440,3,4833.8175,2,109085,4834
Luxembourg,442,3,8553.68142857143,2,97315,8554
Macao,446,3,7085.04321428572,2,74000,7085
Madagascar,450,3,3046.875,2,556085,3047
Malawi,454,3,5127.97392857143,2,137676,5128
Malaysia,458,3,3601.27285714286,2,257339,3601
Maldives,462,3,6114.85178571429,2,57880,6115
Malta,470,3,6888.39642857143,2,72116,6888
Mayotte,175,3,8571.05035714286,2,379738,8571
Mexico,484,3,3752.31214285714,2,190728,3752
"Moldova, Republic of",498,3,3403.29214285714,2,111064,3403
Monaco,492,3,12646.5385714286,2,93035,12647
Mongolia,496,3,3718.05535714286,2,46222,3718
Montenegro,499,3,4112.47392857143,2,108268,4112
Morocco,504,3,3432.51107142857,2,183760,3433
Myanmar,104,3,3801.21857142857,2,155000,3801
Nepal,524,3,2640.11571428571,2,61000,2640
Netherlands,528,3,7880.7,2,76429,7881
New Caledonia,540,3,10310.2457142857,2,55000,10310
New Zealand,554,3,7334.29928571429,2,653667,7334
Nicaragua,558,3,4264.71535714286,2,247063,4265
Niger,562,3,5846.355,2,130940,5846
Nigeria,566,3,3394.01464285714,2,130940,3394
North Macedonia,807,3,3426.28285714286,2,153695,3426
Norway,578,3,9845.43535714286,2,111518,9845
Oman,512,3,5129.60464285714,2,32220,5130
Pakistan,586,3,2374.80428571429,2,34000,2375
Palau,585,3,5032.78178571429,2,3999,5033
"Palestinian Territory, Occupied",275,3,5480.71071428572,2,148163,5481
Panama,591,3,5412.24642857143,2,172795,5412
Papua New Guinea,598,3,8364.67071428571,2,816685,8365
Paraguay,600,3,3178.03714285714,2,231961,3178
Peru,604,3,3229.65964285714,2,3595,3230
Philippines,608,3,4088.76428571429,2,493026,4089
Poland,616,3,4630.78607142857,2,106809,4631
Portugal,620,3,4918.00714285714,2,97315,4918
Puerto Rico,630,3,6916.8,2,148779,6917
Qatar,634,3,6654.52071428572,2,23131,6655
Republic Of Congo,242,3,8838.68892857143,2,158001,8839
Romania,642,3,3859.79892857143,2,94809,3860
Russia,643,3,4057.68107142857,2,97871,4058
Rwanda,646,3,3476.29928571429,2,114426,3476
"Saint Helena, Ascension and Tristan da Cunha",654,3,6630.01285714286,2,25000,6630
Saint Vincent and the Grenadines,670,3,6488.93142857143,2,242418,6489
San Marino,674,3,6852.90321428571,2,402250,6853
Saudi Arabia,682,3,6852.90321428571,2,121931,6853
Senegal,686,3,5550.0075,2,265528,5550
Serbia,688,3,3898.08214285714,2,109094,3898
Seychelles,690,3,6863.86178571429,2,164124,6864
Singapore,702,3,7574.05714285714,2,206805,7574
Slovakia,703,3,5008.94357142857,2,74000,5009
Somalia,706,3,3579.33535714286,2,105000,3579
South Africa,710,3,4681.3125,2,185394,4681
South Korea,82,3,7773.77357142857,2,264659,7774
Spain,724,3,5627.79642857143,2,97315,5628
Sri Lanka,144,3,2884.04357142857,2,12816,2884
Sudan,736,3,4318.91892857143,2,60000,4319
Suriname,740,3,5095.92,2,254876,5096
Sweden,752,3,7443.01714285714,2,85479,7443
Switzerland,756,3,12467.7225,2,94157,12468
Syrian Arab Republic,760,3,2877.80357142857,2,102600,2878
Taiwan,158,3,6423.80035714286,2,246890,6424
Tajikistan,762,3,3110.79857142857,2,65000,3111
"Tanzania, United Republic of",834,3,3691.02964285714,2,124656,3691
Thailand,764,3,4356.6,2,188573,4357
Timor-Leste,626,3,5934.93107142857,2,105000,5935
Trinidad and Tobago,780,3,5509.37892857143,2,300379,5509
Tunisia,788,3,2854.33928571429,2,125202,2854
Turkey,792,3,3248.57892857143,2,109075,3249
Turkmenistan,795,3,13961.0807142857,2,63000,13961
Uganda,800,3,3769.275,2,97334,3769
Ukraine,804,3,3311.50178571429,2,97315,3312
United Arab Emirates,784,3,6630.09642857143,2,322871,6630
United Kingdom,826,3,7007.48785714286,2,93817,7007
United States Of America,840,3,7320.36535714286,2,231961,7320
Uruguay,858,3,5282.37214285714,2,115220,5282
Uzbekistan,860,3,3015.58178571429,2,153755,3016
Vanuatu,548,3,8070.44571428571,2,25000,8070
Venezuela,862,3,4010.44285714286,2,257598,4010
Vietnam,704,3,3499.81607142857,2,183775,3500
Yemen,887,3,5336.93678571429,2,0,5337
Zambia,894,3,3752.61107142857,2,129491,3753
Zimbabwe,716,3,4667.94857142857,2,180599,4668
Afghanistan,4,4,4310.35142857143,0,24540,4310
Aland Islands,248,4,10262.5728571429,0,38000,10263
Albania,8,4,4908.21285714286,0,37154,4908
Algeria,12,4,3927.78428571429,0,38438,3928
Andorra,20,4,8501.14,0,65492,8501
Angola,24,4,10228.7857142857,0,45417,10229
Argentina,32,4,4658.07571428571,0,62791,4658
Armenia,51,4,4881.77714285714,0,32917,4882
Aruba,533,4,10777.89,0,48110,10778
Australia,36,4,10168.8985714286,0,36567,10169
Austria,40,4,10354.09,0,48960,10354
Azerbaijan,31,4,4310.00285714286,0,24369,4310
Bahamas,44,4,11627.3857142857,0,52553,11627
Bahrain,48,4,8117.93857142857,0,55378,8118
Bangladesh,50,4,4125.84142857143,0,55452,4126
Barbados,52,4,11729.9628571429,0,28164,11730
Belarus,112,4,4546.79142857143,0,75954,4547
Belgium,56,4,9885.11571428571,0,67511,9885
Belize,84,4,6606.63428571429,0,87952,6607
Bermuda,60,4,19324.8585714286,0,68229,19325
Bhutan,64,4,5742.00571428571,0,12000,5742
Bolivia,68,4,5136.83285714286,0,171097,5137
Bosnia and Herzegovina,70,4,5275.7,0,103463,5276
Botswana,72,4,5462.83142857143,0,95381,5463
Bouvet Island,74,4,17243.9842857143,0,1223600,17244
Brazil,76,4,4873.14428571429,0,103096,4873
Brunei Darussalam,96,4,6665.51142857143,0,101331,6666
Bulgaria,100,4,5341.69571428571,0,127832,5342
Burkina Faso,854,4,7104.11428571429,0,127835,7104
Cambodia,116,4,6156.94857142857,0,74252,6157
Cameroon,120,4,5552.02571428571,0,68841,5552
Canada,124,4,9355.93857142857,0,92203,9356
Chile,152,4,6746.84714285714,0,107167,6747
China,156,4,5755.34857142857,0,226004,5755
Christmas Island,162,4,3985.80857142857,0,15000,3986
Colombia,170,4,3985.80857142857,0,91259,3986
Congo,178,4,14662.8571428571,0,115320,14663
Costa Rica,188,4,6683.37571428571,0,104669,6683
Curacao,599,4,9541.62714285714,0,122433,9542
Croatia,191,4,7686.02428571429,0,72995,7686
Cuba,192,4,6206.05571428571,0,152249,6206
Cyprus,196,4,8418.31142857143,0,74746,8418
Czech Republic,203,4,6795.92428571429,0,55511,6796
Denmark,208,4,11417.3014285714,0,96138,11417
