Country_name,Country_code,Days,Cost_of _living(CL),Class,Ticket_price, CL(Rounded)
Denmark,208,100,285432.535714286,0,96138,285433
Djibouti,262,100,333032.285714286,0,80372,333032
Dominica,212,100,214939.857142857,0,98248,214940
Dominican Republic,214,100,138904.928571429,0,98248,138905
Ecuador,218,100,130168.321428571,0,63327,130168
Egypt,818,100,98607.25,0,39122,98607
El Salvador,222,100,147446.214285714,0,99059,147446
Equatorial Guinea,226,100,227869.714285714,0,192554,227870
Estonia,233,100,192355.25,0,73952,192355
Ethiopia,231,100,184481.785714286,0,59578,184482
Fiji,242,100,146684.142857143,0,90434,146684
Finland,246,100,247719.928571429,0,69657,247720
France,250,100,249323.428571429,0,64303,249323
French Polynesia,258,100,309251.928571429,0,193133,309252
French Southern Territories,260,100,233684.392857143,0,74553,233684
Gabon,266,100,233684.392857143,0,109193,233684
Gambia,270,100,105518.678571429,0,386945,105519
Georgia,268,100,105518.678571429,0,49220,105519
Germany,276,100,235790.857142857,0,65582,235791
Ghana,288,100,141564.75,0,82580,141565
Gibraltar,292,100,233333.892857143,0,69989,233334
Greece,300,100,420775.285714286,0,77153,420775
Guam,316,100,349252.821428571,0,411822,349253
Guatemala,320,100,153258.928571429,0,111460,153259
Guernsey,831,100,300128.142857143,0,90932,300128
Guinea-Bissau,624,100,177804.178571429,0,141582,177804
Guyana,328,100,177804.178571429,0,116984,177804
Haiti,332,100,245216.071428571,0,88519,245216
Honduras,340,100,146987.964285714,0,87581,146988
Hong Kong,344,100,283779.535714286,0,104082,283780
Hungary,348,100,150161.035714286,0,71105,150161
Iceland,352,100,322730.964285714,0,103878,322731
India,356,100,85844.7857142857,0,0,85845
Indonesia,360,100,118748.678571429,0,99117,118749
Iran,364,100,124695.321428571,0,52602,124695
Iraq,368,100,131647.214285714,0,30629,131647
Ireland,372,100,255057.678571429,0,67045,255058
Isle of Man,833,100,242107.357142857,0,37000,242107
Israel,376,100,283572,0,71926,283572
Italy,380,100,229058.821428571,0,85236,229059
Ivory Coast,225,100,191340.464285714,0,92650,191340
Jamaica,388,100,167244.857142857,0,94475,167245
Japan,392,100,283869.571428571,0,92299,283870
Jersey,832,100,302967.178571429,0,63958,302967
Jordan,400,100,173044.964285714,0,52330,173045
Kazakhstan,398,100,109186.178571429,0,54494,109186
Kenya,404,100,127355.142857143,0,53220,127355
Kosovo,383,100,98394.1428571429,0,75336,98394
Kuwait,414,100,181758.285714286,0,87942,181758
Kyrgyzstan,417,100,93286.9285714286,0,43825,93287
Latvia,428,100,179174.357142857,0,81811,179174
Lebanon,422,100,244962,0,123964,244962
Liberia,430,100,319847.035714286,0,53063,319847
Libyan Arab Jamahiriya,434,100,182023.357142857,0,73088,182023
Liechtenstein,438,100,344626.607142857,0,84767,344627
Lithuania,440,100,161127.25,0,82760,161127
Luxembourg,442,100,285122.714285714,0,77050,285123
Macao,446,100,236168.107142857,0,67973,236168
Madagascar,450,100,101562.5,0,44281,101563
Malawi,454,100,170932.464285714,0,82114,170932
Malaysia,458,100,120042.428571429,0,78226,120042
Maldives,462,100,203828.392857143,0,18090,203828
Malta,470,100,229613.214285714,0,75961,229613
Mayotte,175,100,285701.678571429,0,151915,285702
Mexico,484,100,125077.071428571,0,122361,125077
"Moldova, Republic of",498,100,113443.071428571,0,54565,113443
Monaco,492,100,421551.285714286,0,63954,421551
Mongolia,496,100,123935.178571429,0,414174,123935
Montenegro,499,100,137082.464285714,0,650001,137082
Morocco,504,100,114417.035714286,0,167580,114417
Myanmar,104,100,126707.285714286,0,145700,126707
Nepal,524,100,88003.8571428572,0,26565,88004
Netherlands,528,100,262690,0,66093,262690
New Caledonia,540,100,343674.857142857,0,49000,343675
New Zealand,554,100,244476.642857143,0,155193,244477
Nicaragua,558,100,142157.178571429,0,105709,142157
Niger,562,100,194878.5,0,105179,194879
Nigeria,566,100,113133.821428571,0,108746,113134
North Macedonia,807,100,114209.428571429,0,50884,114209
Norway,578,100,328181.178571429,0,32741,328181
Oman,512,100,170986.821428571,0,44033,170987
Pakistan,586,100,79160.1428571429,0,40681,79160
Palau,585,100,167759.392857143,0,164987,167759
"Palestinian Territory, Occupied",275,100,182690.357142857,0,50629,182690
Panama,591,100,180408.214285714,0,117588,180408
Papua New Guinea,598,100,278822.357142857,0,361452,278822
Paraguay,600,100,105934.571428571,0,163160,105935
Peru,604,100,107655.321428571,0,100844,107655
Philippines,608,100,136292.142857143,0,367360,136292
Poland,616,100,154359.535714286,0,60961,154360
Portugal,620,100,163933.571428571,0,67973,163934
Puerto Rico,630,100,230560,0,41191,230560
Qatar,634,100,221817.357142857,0,27318,221817
Republic Of Congo,242,100,294622.964285714,0,120173,294623
Romania,642,100,128659.964285714,0,56346,128660
Russia,643,100,135256.035714286,0,47201,135256
Rwanda,646,100,115876.642857143,0,68016,115877
"Saint Helena, Ascension and Tristan da Cunha",654,100,221000.428571429,0,20294,221000
Saint Vincent and the Grenadines,670,100,216297.714285714,0,312709,216298
San Marino,674,100,228430.107142857,0,31214,228430
Saudi Arabia,682,100,228430.107142857,0,51388,228430
Senegal,686,100,185000.25,0,111087,185000
Serbia,688,100,129936.071428571,0,86750,129936
Seychelles,690,100,228795.392857143,0,87469,228795
Singapore,702,100,252468.571428571,0,79847,252469
Slovakia,703,100,166964.785714286,0,58907,166965
Somalia,706,100,119311.178571429,0,63722,119311
South Africa,710,100,156043.75,0,56121,156044
South Korea,82,100,259125.785714286,0,89883,259126
Spain,724,100,187593.214285714,0,59779,187593
Sri Lanka,144,100,96134.7857142857,0,23000,96135
Sudan,736,100,143963.964285714,0,56772,143964
Suriname,740,100,169864,0,178819,169864
Sweden,752,100,248100.571428571,0,71233,248101
Switzerland,756,100,415590.75,0,57064,415591
Syrian Arab Republic,760,100,95926.7857142857,0,108926,95927
Taiwan,158,100,214126.678571429,0,77684,214127
Tajikistan,762,100,103693.285714286,0,50818,103693
"Tanzania, United Republic of",834,100,123034.321428571,0,63276,123034
Thailand,764,100,145220,0,58849,145220
Timor-Leste,626,100,197831.035714286,0,82788,197831
Trinidad and Tobago,780,100,183645.964285714,0,85897,183646
Tunisia,788,100,95144.6428571429,0,65573,95145
Turkey,792,100,108285.964285714,0,40501,108286
Turkmenistan,795,100,465369.357142857,0,42222,465369
Uganda,800,100,125642.5,0,65509,125643
Ukraine,804,100,110383.392857143,0,46772,110383
United Arab Emirates,784,100,221003.214285714,0,18722,221003
United Kingdom,826,100,233582.928571429,0,60585,233583
United States Of America,840,100,244012.178571429,0,61922,244012
Uruguay,858,100,176079.071428571,0,79401,176079
Uzbekistan,860,100,100519.392857143,0,61394,100519
Vanuatu,548,100,269014.857142857,0,22000,269015
Venezuela,862,100,133681.428571429,0,171655,133681
Vietnam,704,100,116660.535714286,0,65696,116661
Yemen,887,100,177897.892857143,0,0,177898
Zambia,894,100,125087.035714286,0,91367,125087
Zimbabwe,716,100,155598.285714286,0,90230,155598
Afghanistan,4,60,93358.9714285714,1,54400,93359
Aland Islands,248,60,153938.592857143,1,433010,153939
Albania,8,60,73623.1928571428,1,140201,73623
Algeria,12,60,58916.7642857143,1,116874,58917
Andorra,20,60,127517.1,1,221880,127517
Angola,24,60,153431.785714286,1,16254,153432
Argentina,32,60,69871.1357142857,1,293260,69871
Armenia,51,60,73226.6571428572,1,22962,73227
Aruba,533,60,161668.35,1,31820,161668
Australia,36,60,152533.478571429,1,77890,152533
Austria,40,60,155311.35,1,113606,155311
Azerbaijan,31,60,64650.0428571429,1,116659,64650
Bahamas,44,60,174410.785714286,1,251587,174411
Bahrain,48,60,121769.078571429,1,62901,121769
Bangladesh,50,60,61887.6214285714,1,294036,61888
Barbados,52,60,175949.442857143,1,495061,175949
Belarus,112,60,68201.8714285714,1,125818,68202
Belgium,56,60,148276.735714286,1,133558,148277
Belize,84,60,99099.5142857143,1,207518,99100
Bermuda,60,60,289872.878571429,1,224374,289873
Bhutan,64,60,86130.0857142857,1,245788,86130
Bolivia,68,60,77052.4928571429,1,552034,77052
Bosnia and Herzegovina,70,60,79135.5,1,98040,79136
Botswana,72,60,81942.4714285714,1,172946,81942
Bouvet Island,74,60,258659.764285714,1,254320,258660
Brazil,76,60,73097.1642857143,1,200726,73097
Brunei Darussalam,96,60,99982.6714285714,1,195000,99983
Bulgaria,100,60,80125.4357142857,1,109306,80125
Burkina Faso,854,60,106561.714285714,1,182148,106562
Cambodia,116,60,92354.2285714286,1,716466,92354
Cameroon,120,60,83280.3857142857,1,184470,83280
Canada,124,60,140339.078571429,1,207862,140339
Chile,152,60,101202.707142857,1,200208,101203
China,156,60,86330.2285714286,1,926994,86330
Christmas Island,162,60,59787.1285714286,1,45000,59787
Colombia,170,60,59787.1285714286,1,182320,59787
Congo,178,60,219942.857142857,1,260494,219943
Costa Rica,188,60,100250.635714286,1,17716,100251
Curacao,599,60,143124.407142857,1,200294,143124
Croatia,191,60,115290.364285714,1,123840,115290
Cuba,192,60,93090.8357142857,1,223550,93091
Cyprus,196,60,126274.671428571,1,130634,126275
Czech Republic,203,60,101938.864285714,1,110424,101939
Denmark,208,60,171259.521428571,1,78260,171260
Djibouti,262,60,199819.371428571,1,131838,199819
Dominica,212,60,128963.914285714,1,274684,128964
Dominican Republic,214,60,83342.9571428571,1,203390,83343
Ecuador,218,60,78100.9928571429,1,182234,78101
Egypt,818,60,59164.35,1,96234,59164
El Salvador,222,60,88467.7285714286,1,197370,88468
Equatorial Guinea,226,60,136721.828571429,1,163974,136722
Estonia,233,60,115413.15,1,143200,115413
Ethiopia,231,60,110689.071428571,1,198918,110689
Fiji,242,60,88010.4857142857,1,140060,88010
Finland,246,60,148631.957142857,1,95116,148632
France,250,60,149594.057142857,1,112144,149594
French Polynesia,258,60,185551.157142857,1,1367056,185551
French Southern Territories,260,60,140210.635714286,1,138000,140211
Gabon,266,60,140210.635714286,1,140094,140211
Gambia,270,60,63311.2071428571,1,210528,63311
Georgia,268,60,63311.2071428571,1,117820,63311
Germany,276,60,141474.514285714,1,111026,141475
Ghana,288,60,84938.85,1,115068,84939
Gibraltar,292,60,140000.335714286,1,125044,140000
Greece,300,60,252465.171428571,1,123840,252465
Guam,316,60,209551.692857143,1,410908,209552
Guatemala,320,60,91955.3571428571,1,184212,91955
Guernsey,831,60,180076.885714286,1,141126,180077
Guinea-Bissau,624,60,106682.507142857,1,180000,106683
Guyana,328,60,106682.507142857,1,237876,106683
Haiti,332,60,147129.642857143,1,26574,147130
Honduras,340,60,88192.7785714286,1,81700,88193
Hong Kong,344,60,170267.721428571,1,164550,170268
Hungary,348,60,90096.6214285714,1,144824,90097
Iceland,352,60,193638.578571429,1,397062,193639
India,356,60,51506.8714285714,1,0,51507
Indonesia,360,60,71249.2071428571,1,545928,71249
Iran,364,60,74817.1928571429,1,83447,74817
Iraq,368,60,78988.3285714286,1,67000,78988
Ireland,372,60,153034.607142857,1,132440,153035
Isle of Man,833,60,145264.414285714,1,59254,145264
Israel,376,60,170143.2,1,202530,170143
Italy,380,60,137435.292857143,1,90214,137435
Ivory Coast,225,60,114804.278571429,1,140982,114804
Jamaica,388,60,100346.914285714,1,182901,100347
Japan,392,60,170321.742857143,1,128202,170322
Jersey,832,60,181780.307142857,1,138267,181780
Jordan,400,60,103826.978571429,1,146360,103827
Kazakhstan,398,60,65511.7071428572,1,139480,65512
Kenya,404,60,76413.0857142857,1,89433,76413
Kosovo,383,60,59036.4857142857,1,96087,59036
Kuwait,414,60,109054.971428571,1,150759,109055
Kyrgyzstan,417,60,55972.1571428571,1,137881,55972
Latvia,428,60,107504.614285714,1,88695,107505
Lebanon,422,60,146977.2,1,160435,146977
Liberia,430,60,191908.221428571,1,180181,191908
Libyan Arab Jamahiriya,434,60,109214.014285714,1,120000,109214
Liechtenstein,438,60,206775.964285714,1,118460,206776
Lithuania,440,60,96676.35,1,124085,96676
Luxembourg,442,60,171073.628571429,1,112315,171074
Macao,446,60,141700.864285714,1,89000,141701
Madagascar,450,60,60937.5,1,571085,60938
Malawi,454,60,102559.478571429,1,152676,102559
Malaysia,458,60,72025.4571428571,1,272339,72025
Maldives,462,60,122297.035714286,1,72880,122297
Malta,470,60,137767.928571429,1,87116,137768
Mayotte,175,60,171421.007142857,1,394738,171421
Mexico,484,60,75046.2428571429,1,205728,75046
"Moldova, Republic of",498,60,68065.8428571429,1,126064,68066
Monaco,492,60,252930.771428571,1,108035,252931
Mongolia,496,60,74361.1071428571,1,61222,74361
Montenegro,499,60,82249.4785714286,1,123268,82249
Morocco,504,60,68650.2214285714,1,198760,68650
Myanmar,104,60,76024.3714285714,1,170000,76024
Nepal,524,60,52802.3142857143,1,76000,52802
Netherlands,528,60,157614,1,91429,157614
New Caledonia,540,60,206204.914285714,1,70000,206205
New Zealand,554,60,146685.985714286,1,668667,146686
Nicaragua,558,60,85294.3071428572,1,262063,85294
Niger,562,60,116927.1,1,145940,116927
Nigeria,566,60,67880.2928571429,1,145940,67880
North Macedonia,807,60,68525.6571428571,1,168695,68526
Norway,578,60,196908.707142857,1,126518,196909
Oman,512,60,102592.092857143,1,47220,102592
Pakistan,586,60,47496.0857142857,1,49000,47496
Palau,585,60,100655.635714286,1,18999,100656
"Palestinian Territory, Occupied",275,60,109614.214285714,1,163163,109614
Panama,591,60,108244.928571429,1,187795,108245
Papua New Guinea,598,60,167293.414285714,1,831685,167293
Paraguay,600,60,63560.7428571429,1,246961,63561
Peru,604,60,64593.1928571429,1,18595,64593
Philippines,608,60,81775.2857142857,1,508026,81775
Poland,616,60,92615.7214285714,1,121809,92616
Portugal,620,60,98360.1428571429,1,112315,98360
Puerto Rico,630,60,138336,1,163779,138336
Qatar,634,60,133090.414285714,1,38131,133090
Republic Of Congo,242,60,176773.778571429,1,173001,176774
Romania,642,60,77195.9785714286,1,109809,77196
Russia,643,60,81153.6214285714,1,112871,81154
Rwanda,646,60,69525.9857142857,1,129426,69526
"Saint Helena, Ascension and Tristan da Cunha",654,60,132600.257142857,1,40000,132600
Saint Vincent and the Grenadines,670,60,129778.628571429,1,257418,129779
San Marino,674,60,137058.064285714,1,417250,137058
Saudi Arabia,682,60,137058.064285714,1,136931,137058
Senegal,686,60,111000.15,1,280528,111000
Serbia,688,60,77961.6428571429,1,124094,77962
Seychelles,690,60,137277.235714286,1,179124,137277
Singapore,702,60,151481.142857143,1,221805,151481
Slovakia,703,60,100178.871428571,1,89000,100179
Somalia,706,60,71586.7071428571,1,120000,71587
South Africa,710,60,93626.25,1,200394,93626
South Korea,82,60,155475.471428571,1,279659,155475
Spain,724,60,112555.928571429,1,112315,112556
Sri Lanka,144,60,57680.8714285714,1,27816,57681
Sudan,736,60,86378.3785714286,1,75000,86378
Suriname,740,60,101918.4,1,269876,101918
Sweden,752,60,148860.342857143,1,100479,148860
Switzerland,756,60,249354.45,1,109157,249354
Syrian Arab Republic,760,60,57556.0714285714,1,117600,57556
Taiwan,158,60,128476.007142857,1,261890,128476
Tajikistan,762,60,62215.9714285714,1,80000,62216
"Tanzania, United Republic of",834,60,73820.5928571429,1,139656,73821
Thailand,764,60,87132,1,203573,87132
Timor-Leste,626,60,118698.621428571,1,120000,118699
Trinidad and Tobago,780,60,110187.578571429,1,315379,110188
Tunisia,788,60,57086.7857142857,1,140202,57087
Turkey,792,60,64971.5785714286,1,124075,64972
Turkmenistan,795,60,279221.614285714,1,78000,279222
Uganda,800,60,75385.5,1,112334,75386
Ukraine,804,60,66230.0357142857,1,112315,66230
United Arab Emirates,784,60,132601.928571429,1,337871,132602
United Kingdom,826,60,140149.757142857,1,108817,140150
United States Of America,840,60,146407.307142857,1,246961,146407
Uruguay,858,60,105647.442857143,1,130220,105647
Uzbekistan,860,60,60311.6357142857,1,168755,60312
Vanuatu,548,60,161408.914285714,1,40000,161409
Venezuela,862,60,80208.8571428572,1,272598,80209
Vietnam,704,60,69996.3214285714,1,198775,69996
Yemen,887,60,106738.735714286,1,0,106739
Zambia,894,60,75052.2214285714,1,144491,75052
Zimbabwe,716,60,93358.9714285714,1,195599,93359
Afghanistan,4,90,96982.9071428574,2,39400,96983
Aland Islands,248,90,230907.889285714,2,418010,230908
Albania,8,90,110434.789285714,2,125201,110435
Algeria,12,90,88375.1464285714,2,101874,88375
Andorra,20,90,191275.65,2,206880,191276
Angola,24,90,230147.678571429,2,111254,230148
Argentina,32,90,104806.703571429,2,278260,104807
Armenia,51,90,109839.985714286,2,97962,109840
Aruba,533,90,242502.525,2,16820,242503
Australia,36,90,228800.217857143,2,62890,228800
Austria,40,90,232967.025,2,98606,232967
Azerbaijan,31,90,96975.0642857143,2,101659,96975
Bahamas,44,90,261616.178571429,2,236587,261616
Bahrain,48,90,182653.617857143,2,57901,182654
Bangladesh,50,90,92831.4321428572,2,179036,92831
Barbados,52,90,263924.164285714,2,180061,263924
Belarus,112,90,102302.807142857,2,110818,102303
Belgium,56,90,222415.103571429,2,118558,222415
Belize,84,90,148649.271428571,2,142518,148649
Bermuda,60,90,434809.317857143,2,109374,434809
Bhutan,64,90,129195.128571429,2,130788,129195
Bolivia,68,90,115578.739285714,2,337034,115579
Bosnia and Herzegovina,70,90,118703.25,2,83040,118703
Botswana,72,90,122913.707142857,2,157946,122914
Bouvet Island,74,90,387989.646428571,2,239320,387990
Brazil,76,90,109645.746428571,2,185726,109646
Brunei Darussalam,96,90,149974.007142857,2,180000,149974
Bulgaria,100,90,120188.153571429,2,94306,120188
Burkina Faso,854,90,159842.571428571,2,167148,159843
Cambodia,116,90,138531.342857143,2,701466,138531
Cameroon,120,90,124920.578571429,2,169470,124921
Canada,124,90,210508.617857143,2,192862,210509
Chile,152,90,151804.060714286,2,185208,151804
China,156,90,129495.342857143,2,911994,129495
Christmas Island,162,90,89680.6928571429,2,30000,89681
Colombia,170,90,89680.6928571429,2,167320,89681
Congo,178,90,329914.285714286,2,245494,329914
Costa Rica,188,90,150375.953571429,2,2716,150376
Curacao,599,90,214686.610714286,2,185294,214687
Croatia,191,90,172935.546428571,2,108840,172936
Cuba,192,90,139636.253571429,2,208550,139636
Cyprus,196,90,189412.007142857,2,115634,189412
Czech Republic,203,90,152908.296428571,2,95424,152908
Denmark,208,90,256889.282142857,2,63260,256889
Djibouti,262,90,299729.057142857,2,116838,299729
Dominica,212,90,193445.871428571,2,259684,193446
Dominican Republic,214,90,125014.435714286,2,188390,125014
Ecuador,218,90,117151.489285714,2,167234,117151
Egypt,818,90,88746.525,2,81234,88747
El Salvador,222,90,132701.592857143,2,182370,132702
Equatorial Guinea,226,90,205082.742857143,2,148974,205083
Estonia,233,90,173119.725,2,128200,173120
Ethiopia,231,90,166033.607142857,2,183918,166034
Fiji,242,90,132015.728571429,2,125060,132016
Finland,246,90,222947.935714286,2,80116,222948
France,250,90,224391.085714286,2,97144,224391
French Polynesia,258,90,278326.735714286,2,1352056,278327
French Southern Territories,260,90,210315.953571429,2,123000,210316
Gabon,266,90,210315.953571429,2,125094,210316
Gambia,270,90,94966.8107142857,2,195528,94967
Georgia,268,90,94966.8107142857,2,102820,94967
Germany,276,90,212211.771428571,2,96026,212212
Ghana,288,90,127408.275,2,100068,127408
Gibraltar,292,90,210000.503571429,2,110044,210001
Greece,300,90,378697.757142857,2,108840,378698
Guam,316,90,314327.539285714,2,395908,314328
Guatemala,320,90,137933.035714286,2,169212,137933
Guernsey,831,90,270115.328571429,2,126126,270115
Guinea-Bissau,624,90,160023.760714286,2,165000,160024
Guyana,328,90,160023.760714286,2,222876,160024
Haiti,332,90,220694.464285714,2,11574,220694
Honduras,340,90,132289.167857143,2,66700,132289
Hong Kong,344,90,255401.582142857,2,149550,255402
Hungary,348,90,135144.932142857,2,129824,135145
Iceland,352,90,290457.867857143,2,382062,290458
India,356,90,77260.3071428571,2,-15000,77260
Indonesia,360,90,106873.810714286,2,530928,106874
Iran,364,90,112225.789285714,2,68447,112226
Iraq,368,90,118482.492857143,2,52000,118482
Ireland,372,90,229551.910714286,2,117440,229552
Isle of Man,833,90,217896.621428571,2,44254,217897
Israel,376,90,255214.8,2,187530,255215
Italy,380,90,206152.939285714,2,75214,206153
Ivory Coast,225,90,172206.417857143,2,125982,172206
Jamaica,388,90,150520.371428571,2,167901,150520
Japan,392,90,255482.614285714,2,113202,255483
Jersey,832,90,272670.460714286,2,123267,272670
Jordan,400,90,155740.467857143,2,131360,155740
Kazakhstan,398,90,98267.5607142857,2,124480,98268
Kenya,404,90,114619.628571429,2,74433,114620
Kosovo,383,90,88554.7285714286,2,81087,88555
Kuwait,414,90,163582.457142857,2,135759,163582
Kyrgyzstan,417,90,83958.2357142857,2,122881,83958
Latvia,428,90,161256.921428571,2,73695,161257
Lebanon,422,90,220465.8,2,145435,220466
Liberia,430,90,287862.332142857,2,165181,287862
Libyan Arab Jamahiriya,434,90,163821.021428571,2,105000,163821
Liechtenstein,438,90,310163.946428571,2,103460,310164
Lithuania,440,90,145014.525,2,109085,145015
Luxembourg,442,90,256610.442857143,2,97315,256610
Macao,446,90,212551.296428571,2,74000,212551
Madagascar,450,90,91406.25,2,556085,91406
Malawi,454,90,153839.217857143,2,137676,153839
Malaysia,458,90,108038.185714286,2,257339,108038
Maldives,462,90,183445.553571429,2,57880,183446
Malta,470,90,206651.892857143,2,72116,206652
Mayotte,175,90,257131.510714286,2,379738,257132
Mexico,484,90,112569.364285714,2,190728,112569
"Moldova, Republic of",498,90,102098.764285714,2,111064,102099
Monaco,492,90,379396.157142857,2,93035,379396
Mongolia,496,90,111541.660714286,2,46222,111542
Montenegro,499,90,123374.217857143,2,108268,123374
Morocco,504,90,102975.332142857,2,183760,102975
Myanmar,104,90,114036.557142857,2,155000,114037
Nepal,524,90,79203.4714285714,2,61000,79203
Netherlands,528,90,236421,2,76429,236421
New Caledonia,540,90,309307.371428571,2,55000,309307
New Zealand,554,90,220028.978571429,2,653667,220029
Nicaragua,558,90,127941.460714286,2,247063,127941
Niger,562,90,175390.65,2,130940,175391
Nigeria,566,90,101820.439285714,2,130940,101820
North Macedonia,807,90,102788.485714286,2,153695,102788
Norway,578,90,295363.060714286,2,111518,295363
Oman,512,90,153888.139285714,2,32220,153888
Pakistan,586,90,71244.1285714286,2,34000,71244
Palau,585,90,150983.453571429,2,3999,150983
"Palestinian Territory, Occupied",275,90,164421.321428571,2,148163,164421
Panama,591,90,162367.392857143,2,172795,162367
Papua New Guinea,598,90,250940.121428571,2,816685,250940
Paraguay,600,90,95341.1142857143,2,231961,95341
Peru,604,90,96889.7892857143,2,3595,96890
Philippines,608,90,122662.928571429,2,493026,122663
Poland,616,90,138923.582142857,2,106809,138924
Portugal,620,90,147540.214285714,2,97315,147540
Puerto Rico,630,90,207504,2,148779,207504
Qatar,634,90,199635.621428571,2,23131,199636
Republic Of Congo,242,90,265160.667857143,2,158001,265161
Romania,642,90,115793.967857143,2,94809,115794
Russia,643,90,121730.432142857,2,97871,121730
Rwanda,646,90,104288.978571429,2,114426,104289
"Saint Helena, Ascension and Tristan da Cunha",654,90,198900.385714286,2,25000,198900
Saint Vincent and the Grenadines,670,90,194667.942857143,2,242418,194668
San Marino,674,90,205587.096428571,2,402250,205587
Saudi Arabia,682,90,205587.096428571,2,121931,205587
Senegal,686,90,166500.225,2,265528,166500
Serbia,688,90,116942.464285714,2,109094,116942
Seychelles,690,90,205915.853571429,2,164124,205916
Singapore,702,90,227221.714285714,2,206805,227222
Slovakia,703,90,150268.307142857,2,74000,150268
Somalia,706,90,107380.060714286,2,105000,107380
South Africa,710,90,140439.375,2,185394,140439
South Korea,82,90,233213.207142857,2,264659,233213
Spain,724,90,168833.892857143,2,97315,168834
Sri Lanka,144,90,86521.3071428572,2,12816,86521
Sudan,736,90,129567.567857143,2,60000,129568
Suriname,740,90,152877.6,2,254876,152878
Sweden,752,90,223290.514285714,2,85479,223291
Switzerland,756,90,374031.675,2,94157,374032
Syrian Arab Republic,760,90,86334.1071428571,2,102600,86334
Taiwan,158,90,192714.010714286,2,246890,192714
Tajikistan,762,90,93323.9571428571,2,65000,93324
"Tanzania, United Republic of",834,90,110730.889285714,2,124656,110731
Thailand,764,90,130698,2,188573,130698
Timor-Leste,626,90,178047.932142857,2,105000,178048
Trinidad and Tobago,780,90,165281.367857143,2,300379,165281
Tunisia,788,90,85630.1785714286,2,125202,85630
Turkey,792,90,97457.3678571429,2,109075,97457
Turkmenistan,795,90,418832.421428571,2,63000,418832
Uganda,800,90,113078.25,2,97334,113078
Ukraine,804,90,99345.0535714286,2,97315,99345
United Arab Emirates,784,90,198902.892857143,2,322871,198903
United Kingdom,826,90,210224.635714286,2,93817,210225
United States Of America,840,90,219610.960714286,2,231961,219611
Uruguay,858,90,158471.164285714,2,115220,158471
Uzbekistan,860,90,90467.4535714286,2,153755,90467
Vanuatu,548,90,242113.371428571,2,25000,242113
Venezuela,862,90,120313.285714286,2,257598,120313
Vietnam,704,90,104994.482142857,2,183775,104994
Yemen,887,90,160108.103571429,2,0,160108
Zambia,894,90,112578.332142857,2,129491,112578
Zimbabwe,716,90,140038.457142857,2,180599,140038
Afghanistan,4,365,393319.567857143,0,24540,393320
Aland Islands,248,365,936459.773214286,0,38000,936460
Albania,8,365,447874.423214286,0,37154,447874
Algeria,12,365,358410.316071429,0,38438,358410
Andorra,20,365,775729.025,0,65492,775729
Angola,24,365,933376.696428571,0,45417,933377
Argentina,32,365,425049.408928571,0,62791,425049
Armenia,51,365,445462.164285714,0,32917,445462
Aruba,533,365,983482.4625,0,48110,983482
Australia,36,365,927911.994642857,0,36567,927912
Austria,40,365,944810.7125,0,48960,944811
Azerbaijan,31,365,393287.760714286,0,24369,393288
Bahamas,44,365,1060998.94642857,0,52553,1060999
Bahrain,48,365,740761.894642857,0,55378,740762
Bangladesh,50,365,376483.030357143,0,55452,376483
Barbados,52,365,1070359.11071429,0,28164,1070359
Belarus,112,365,414894.717857143,0,75954,414895
Belgium,56,365,902016.808928572,0,67511,902017
Belize,84,365,602855.378571429,0,87952,602855
Bermuda,60,365,1763393.34464286,0,68229,1763393
Bhutan,64,365,523958.021428571,0,12000,523958
Bolivia,68,365,468735.998214286,0,171097,468736
Bosnia and Herzegovina,70,365,481407.625,0,103463,481408
Botswana,72,365,498483.367857143,0,95381,498483
Bouvet Island,74,365,1573513.56607143,0,1223600,1573514
Brazil,76,365,444674.416071429,0,103096,444674
Brunei Darussalam,96,365,608227.917857143,0,101331,608228
Bulgaria,100,365,487429.733928571,0,127832,487430
Burkina Faso,854,365,648250.428571429,0,127835,648250
Cambodia,116,365,561821.557142857,0,74252,561822
Cameroon,120,365,506622.346428572,0,68841,506622
Canada,124,365,853729.394642857,0,92203,853729
Chile,152,365,615649.801785714,0,107167,615650
China,156,365,525175.557142857,0,226004,525176
Christmas Island,162,365,363705.032142857,0,15000,363705
Colombia,170,365,363705.032142857,0,91259,363705
Congo,178,365,1337985.71428571,0,115320,1337986
Costa Rica,188,365,609858.033928571,0,104669,609858
Curacao,599,365,870673.476785714,0,122433,870673
Croatia,191,365,701349.716071429,0,72995,701350
Cuba,192,365,566302.583928571,0,152249,566303
Cyprus,196,365,768170.917857143,0,74746,768171
Czech Republic,203,365,620128.091071429,0,55511,620128
Denmark,208,365,1041828.75535714,0,96138,1041829
Djibouti,262,365,1215567.84285714,0,80372,1215568
Dominica,212,365,784530.478571429,0,98248,784530
Dominican Republic,214,365,507002.989285714,0,98248,507003
Ecuador,218,365,475114.373214286,0,63327,475114
Egypt,818,365,359916.4625,0,39122,359916
El Salvador,222,365,538178.682142857,0,99059,538179
Equatorial Guinea,226,365,831724.457142857,0,192554,831724
Estonia,233,365,702096.6625,0,73952,702097
Ethiopia,231,365,673358.517857143,0,59578,673359
Fiji,242,365,535397.121428571,0,90434,535397
Finland,246,365,904177.739285714,0,69657,904178
France,250,365,910030.514285714,0,64303,910031
